"","County","TotPrecincts","PrecinctsReporting","Bush","Kerry","Nader","votes","p"
"2720","Watauga",20,20,12485,11064,0,23549,0.00810643076811994
"2721","Wayne",30,30,23826,14267,0,38093,0.0131130097774849
"2722","Wilkes",29,29,18935,7783,0,26718,0.00919731696728645
"2723","Wilson",25,25,16287,13924,0,30211,0.0103997358671566
"2724","Yadkin",12,12,12220,3544,0,15764,0.00542654782065662
"2725","Yancey",11,11,4769,4315,0,9084,0.00312704646046973
"2726","Adams",3,3,910,351,15,1276,0.000439246068203365
"2727","Barnes",15,15,3519,2175,64,5758,0.00198211509460421
"2728","Benson",8,8,1000,1195,26,2221,0.000764549778589086
"2729","Billings",3,3,449,99,9,557,0.000191739858925764
"2730","Bottineau",15,15,2457,1163,33,3653,0.00125749677676089
"2731","Bowman",4,4,1280,397,29,1706,0.000587267862347133
"2732","Burke",6,6,807,334,13,1154,0.000397249187074203
"2733","Burleigh",38,38,26370,11511,481,38362,0.0132056094580074
"2734","Cass",59,59,39517,25927,732,66176,0.0227802098819952
"2735","Cavalier",10,10,1530,882,28,2440,0.000839937622583238
"2736","Dickey",3,3,1889,881,34,2804,0.000965239792509589
"2737","Divide",6,6,748,483,25,1256,0.000432361333592027
"2738","Dunn",11,11,1176,569,16,1761,0.000606200882528312
"2739","Eddy",4,4,653,533,18,1204,0.000414461023602548
"2740","Emmons",11,11,1449,608,43,2100,0.000722897134190491
"2741","Foster",6,6,1215,518,20,1753,0.000603446988683777
"2742","Golden Valley",5,5,715,194,6,915,0.000314976608468714
"2743","Grand Forks",43,43,17255,12611,347,30213,0.0104004243406178
"2744","Grant",7,7,950,264,16,1230,0.000423411178597288
"2745","Griggs",7,7,903,504,14,1421,0.000489160394135566
"2746","Hettinger",3,3,1042,403,35,1480,0.000509470361239013
"2747","Kidder",9,9,901,433,20,1354,0.000466096533187583
"2748","LaMoure",9,9,1589,712,17,2318,0.000797940741454076
"2749","Logan",5,5,844,265,15,1124,0.000386922085157196
"2750","McHenry",8,8,1743,1028,36,2807,0.00096627250270129
"2751","McIntosh",6,6,1253,437,24,1714,0.000590021756191668
"2752","McKenzie",17,17,1884,840,14,2738,0.000942520168292174
"2753","McLean",16,16,2995,1651,56,4702,0.00161860110712557
"2754","Mercer",15,15,3277,1243,68,4588,0.00157935811984094
"2755","Morton",18,18,8279,4041,191,12511,0.00430674573612249
"2756","Mountrail",9,9,1520,1463,30,3013,0.00103718526919807
"2757","Nelson",7,7,1107,778,26,1911,0.000657836392113347
"2758","Oliver",7,7,789,309,15,1113,0.00038313548112096
"2759","Pembina",14,14,2461,1320,53,3834,0.0013198036249935
"2760","Pierce",9,9,1466,684,24,2174,0.000748370652252442
"2761","Ramsey",8,8,2941,1884,58,4883,0.00168090795535818
"2762","Ransom",6,6,1351,1197,40,2588,0.000890884658707139
"2763","Renville",5,5,944,494,18,1456,0.000501208679705407
"2764","Richland",18,18,5255,2820,94,8169,0.00281206985200101
"2765","Rolette",5,5,1391,2559,66,4016,0.00138245470995667
"2766","Sargent",5,5,1145,1017,28,2190,0.000753878439941513
"2767","Sheridan",6,6,725,199,12,936,0.000322205579810619
"2768","Sioux",9,9,318,801,12,1131,0.000389331742271165
"2769","Slope",6,6,345,89,5,439,0.000151119924718869
"2770","Stark",13,13,7195,3001,126,10322,0.00355321153291155
"2771","Steele",5,5,584,614,7,1205,0.000414805260333115
"2772","Stutsman",18,18,6495,3429,133,10057,0.00346198879931132
"2773","Towner",3,3,754,606,25,1385,0.000476767871835157
"2774","Traill",13,13,2539,1650,43,4232,0.00145680984375912
"2775","Walsh",18,18,3189,1905,61,5155,0.00177454034607237
"2776","Ward",32,32,16970,8223,276,25469,0.00876736529080839
"2777","Wells",6,6,1651,858,35,2544,0.000875738242562195
"2778","Williams",15,15,6264,2510,109,8883,0.00305785487762578
"2779","Adams",28,28,9119,3752,130,13001,0.00447542173410028
"2780","Antelope",14,14,2739,610,26,3375,0.00116179896566329
"2781","Arthur",1,1,238,24,2,264,9.08784968696618e-05
"2782","Banner",2,2,373,56,1,430,0.000148021794143767
"2783","Blaine",3,3,296,36,0,332,0.000114286594548211
"2784","Boone",9,9,2304,545,20,2869,0.000987615179996438
"2785","Box Butte",10,10,3396,1657,55,5108,0.00175836121973573
"2786","Boyd",3,3,904,223,5,1132,0.000389675979001732
"2787","Brown",4,4,1417,266,13,1696,0.000583825495041463
"2788","Buffalo",35,35,13888,4025,152,18065,0.00621863653769106
"2789","Burt",11,11,2327,1260,23,3610,0.00124269459734651
"2790","Butler",20,20,2994,1056,53,4103,0.00141240330551599
"2791","Cass",30,30,7120,3310,72,10502,0.00361517414441359
"2792","Cedar",20,20,3387,1083,43,4513,0.00155354036504842
"2793","Chase",8,8,1597,280,5,1882,0.000647853526926907
"2794","Cherry",21,21,2503,481,28,3012,0.0010368410324675
"2795","Cheyenne",11,11,3719,870,31,4620,0.00159037369521908
"2796","Clay",12,12,2501,738,30,3269,0.0011253098722232
"2797","Colfax",10,10,2589,990,40,3619,0.00124579272792161
"2798","Cuming",10,10,3305,964,29,4298,0.00147952946797654
"2799","Custer",31,31,4518,1040,24,5582,0.00192152943002444
"2800","Dakota",14,14,3446,2935,29,6410,0.00220655744293383
"2801","Dawes",12,12,2715,1084,38,3837,0.0013208363351852
"2802","Dawson",20,20,6025,1711,45,7781,0.00267850600054105
"2803","Deuel",4,4,812,218,5,1035,0.000356285016136742
"2804","Dixon",14,14,2015,934,22,2971,0.00102272732651426
"2805","Dodge",32,32,10111,4924,112,15147,0.00521415375789684
"2806","Douglas",342,342,100675,68415,1226,170316,0.0586290230032323
"2807","Dundy",6,6,858,186,4,1048,0.000360760093634112
"2808","Fillmore",13,13,2292,816,27,3135,0.00107918215032723
"2809","Franklin",10,10,1277,412,11,1700,0.000585202441963731
"2810","Frontier",8,8,1157,274,12,1443,0.000496733602208038
"2811","Furnas",9,9,1941,491,16,2448,0.000842691516427773
"2812","Gage",29,29,6541,3627,80,10248,0.0035277380148496
"2813","Garden",5,5,970,201,9,1180,0.000406199342068943
"2814","Garfield",2,2,805,196,12,1013,0.00034871180806427
"2815","Gosper",4,4,890,222,5,1117,0.000384512428043228
"2816","Grant",1,1,352,41,2,395,0.000135973508573926
"2817","Greeley",4,4,862,361,15,1238,0.000426165072441823
"2818","Hall",38,38,14168,6064,193,20425,0.00703103522182895
"2819","Hamilton",12,12,3724,1007,46,4777,0.00164441886191808
"2820","Harlan",9,9,1454,396,21,1871,0.000644066922890671
"2821","Hayes",3,3,524,66,2,592,0.000203788144495605
"2822","Hitchcock",6,6,1171,296,9,1476,0.000508093414316745
"2823","Holt",24,24,4080,871,25,4976,0.0017129219713009
"2824","Hooker",2,2,392,64,2,458,0.000157660422599641
"2825","Howard",8,8,2007,894,34,2935,0.00101033480421385
"2826","Jefferson",11,11,2586,1347,29,3962,0.00136386592650606
"2827","Johnson",8,8,1458,885,25,2368,0.000815152577982421
"2828","Kearney",12,12,2604,706,27,3337,0.00114871796990175
"2829","Keith",12,12,3290,736,24,4050,0.00139415875879595
"2830","Keya Paha",5,5,441,96,5,542,0.00018657630796726
"2831","Kimball",6,6,1473,362,7,1842,0.000634084057704231
"2832","Knox",19,19,3062,1086,38,4186,0.00144097495415305
"2833","Lancaster",211,211,64897,48539,917,114353,0.0393645028505168
"2834","Lincoln",28,28,10546,4665,118,15329,0.00527680484286002
"2835","Logan",1,1,316,60,1,377,0.000129777247423722
"2836","Loup",1,1,310,68,3,381,0.000131154194345989
"2837","Madison",27,27,10809,2866,93,13768,0.00473945130644509
"2838","McPherson",1,1,258,49,1,308,0.000106024913014605
"2839","Merrick",15,15,2770,833,30,3633,0.00125061204214955
"2840","Morrill",10,10,1734,494,20,2248,0.000773844170314393
"2841","Nance",6,6,1208,457,17,1682,0.000579006180813527
"2842","Nemaha",13,13,2595,1066,30,3691,0.00127057777252243
"2843","Nuckolls",9,9,1884,541,23,2448,0.000842691516427773
"2844","Otoe",20,20,4967,2252,47,7266,0.0025012240842991
"2845","Pawnee",7,7,979,477,5,1461,0.000502929863358242
"2846","Perkins",7,7,1276,261,5,1542,0.000530813038534161
"2847","Phelps",14,14,3798,825,18,4641,0.00159760266656099
"2848","Pierce",8,8,2824,546,14,3384,0.00116489709623839
"2849","Platte",31,31,10995,2609,105,13709,0.00471914133934164
"2850","Polk",7,7,1886,454,20,2360,0.000812398684137886
"2851","Red Willow",18,18,4063,1040,40,5143,0.00177040950530557
"2852","Richardson",15,15,2903,1283,26,4212,0.00144992510914779
"2853","Rock",5,5,743,130,8,881,0.000303272559629439
"2854","Saline",14,14,3031,2389,37,5457,0.00187849983870358
"2855","Sarpy",80,80,42263,18361,314,60938,0.0209770978872858
"2856","Saunders",19,19,6866,3090,82,10038,0.00345544830143055
"2857","Scotts Bluff",30,30,10131,3747,88,13966,0.00480761017909733
"2858","Seward",17,17,5257,2086,46,7389,0.00254356520215883
"2859","Sheridan",9,9,2127,429,16,2572,0.000885376871018069
"2860","Sherman",7,7,1065,536,19,1620,0.000557663503518379
"2861","Sioux",2,2,657,123,3,783,0.000269537360033883
"2862","Stanton",9,9,2147,555,14,2716,0.000934946960219702
"2863","Thayer",8,8,2043,751,18,2812,0.000967993686354125
"2864","Thomas",3,3,378,60,4,442,0.00015215263491057
"2865","Thurston",10,10,1808,1115,17,2940,0.00101205598786669
"2866","Valley",8,8,1692,562,15,2269,0.000781073141656298
"2867","Washington",16,16,7009,2728,47,9784,0.00336801217186656
"2868","Wayne",12,12,2971,1059,24,4054,0.00139553570571822
"2869","Webster",5,5,1401,557,15,1973,0.000679179069408495
"2870","Wheeler",2,2,366,81,5,452,0.000155595002216239
"2871","York",15,15,5381,1302,48,6731,0.00231705743344581
"2872","Acworth",1,1,221,297,3,521,0.000179347336625355
"2873","Albany",1,1,172,220,4,396,0.000136317745304493
"2874","Alexandria",1,1,459,376,12,847,0.000291568510790165
"2875","Allenstown",1,1,1089,1087,18,2194,0.00075525538686378
"2876","Alstead",1,1,430,642,5,1077,0.000370742958820552
"2877","Alton",1,1,1896,1139,19,3054,0.00105129897515131
"2878","Amherst",1,1,3637,3469,36,7142,0.0024585387297088
"2879","Andover",1,1,642,721,7,1370,0.000471604320876654
"2880","Antrim",1,1,689,715,11,1415,0.000487094973752164
"2881","Ashland",1,1,600,461,9,1070,0.000368333301706584
"2882","Atkinson",1,1,2457,1836,23,4316,0.00148572572912674
"2883","Auburn",1,1,1832,1105,16,2953,0.00101653106536406
"2884","Barnstead",1,1,1274,1050,11,2335,0.000803792765873713
"2885","Barrington",1,1,2086,2216,32,4334,0.00149192199027695
"2886","Bartlett",1,1,842,1090,10,1942,0.000668507730760921
"2887","Bath",1,1,262,213,4,479,0.000164889393941545
"2888","Bedford",1,1,6836,4047,37,10920,0.00375906509779056
"2889","Belmont",1,1,1882,1431,32,3345,0.00115147186374628
"2890","Bennington",1,1,371,369,8,748,0.000257489074464042
"2891","Benton",1,1,116,60,1,177,6.09299013103414e-05
"2892","Berlin",4,4,1741,3097,20,4858,0.001672302037094
"2893","Bethlehem",1,1,597,771,11,1379,0.000474702451451756
"2894","Boscawen",1,1,828,840,8,1676,0.000576940760430126
"2895","Bow",1,1,2403,2276,22,4701,0.001618256870395
"2896","Bradford",1,1,445,532,6,983,0.000338384706147263
"2897","Brentwood",1,1,1114,913,18,2045,0.000703964114009312
"2898","Bridgewater",1,1,348,280,4,632,0.000217557613718281
"2899","Bristol",1,1,877,727,14,1618,0.000556975030057245
"2900","Brookfield",1,1,257,187,2,446,0.000153529581832838
"2901","Brookline",1,1,1429,1157,19,2605,0.000896736683126776
"2902","Campton",1,1,763,869,13,1645,0.000566269421782552
"2903","Canaan",1,1,735,917,18,1670,0.000574875340046724
"2904","Candia",1,1,1502,977,16,2495,0.000858870642764417
"2905","Canterbury",1,1,631,896,5,1532,0.000527370671228492
"2906","Carroll",1,1,243,243,3,489,0.000168331761247214
"2907","Center Harbor",1,1,382,324,3,709,0.000244063841971933
"2908","Charlestown",1,1,1007,1295,12,2314,0.000796563794531808
"2909","Chatham",1,1,116,69,7,192,6.60934522688449e-05
"2910","Chester",1,1,1614,940,18,2572,0.000885376871018069
"2911","Chesterfield",1,1,915,1208,11,2134,0.000734601183029766
"2912","Chichester",1,1,741,665,8,1414,0.000486750737021598
"2913","Claremont",3,3,2575,3253,50,5878,0.00202342350227224
"2914","Clarksville",1,1,92,54,1,147,5.06027993933344e-05
"2915","Colebrook",1,1,615,384,21,1020,0.000351121465178239
"2916","Columbia",1,1,235,123,1,359,0.000123580986273517
"2917","Concord",10,10,8202,12662,122,20986,0.00722415202767698
"2918","Conway",1,1,2300,2752,52,5104,0.00175698427281346
"2919","Cornish",1,1,431,608,3,1042,0.000358694673250711
"2920","Croydon",1,1,248,157,2,407,0.000140104349340729
"2921","Dalton",1,1,293,206,4,503,0.000173151075475151
"2922","Danbury",1,1,357,278,7,642,0.00022099998102395
"2923","Danville",1,1,1261,929,21,2211,0.000761107411283417
"2924","Deerfield",1,1,1359,1030,22,2411,0.000829954757396798
"2925","Deering",1,1,487,487,5,979,0.000337007759224996
"2926","Derry",1,1,8038,6760,79,14877,0.00512120984064378
"2927","Dixville",1,1,19,7,0,26,8.95015499473942e-06
"2928","Dorchester",1,1,114,70,1,185,6.36837951548766e-05
"2929","Dover",6,6,6206,9225,95,15526,0.0053446194787817
"2930","Dublin",1,1,464,633,4,1101,0.000379004640354158
"2931","Dummer",1,1,126,62,0,188,6.47165053465773e-05
"2932","Dunbarton",1,1,827,673,8,1508,0.000519108989694886
"2933","Durham",1,1,1772,4272,51,6095,0.00209812287280526
"2934","East Kingston",1,1,686,497,9,1192,0.000410330182835746
"2935","Easton",1,1,69,119,1,189,6.50607420771442e-05
"2936","Eaton",1,1,116,153,3,272,9.3632390714197e-05
"2937","Effingham",1,1,376,338,7,721,0.000248194682738735
"2938","Ellsworth",1,1,34,23,1,58,1.99657303728802e-05
"2939","Enfield",1,1,979,1370,20,2369,0.000815496814712988
"2940","Epping",1,1,1555,1551,25,3131,0.00107780520340497
"2941","Epsom",1,1,1308,1024,12,2344,0.000806890896448815
"2942","Errol",1,1,137,60,3,200,6.88473461133801e-05
"2943","Exeter",1,1,3543,4659,39,8241,0.00283685489660183
"2944","Farmington",1,1,1452,1379,19,2850,0.000981074682115667
"2945","Fitzwilliam",1,1,610,677,17,1304,0.000448884696659238
"2946","Francestown",1,1,532,510,5,1047,0.000360415856903545
"2947","Franconia",1,1,310,435,4,749,0.000257833311194609
"2948","Franklin",3,3,1813,1920,25,3758,0.00129364163347041
"2949","Freedom",1,1,512,419,18,949,0.000326680657307989
"2950","Fremont",1,1,1154,863,16,2033,0.000699833273242509
"2951","Gilford",1,1,2636,1924,26,4586,0.00157866964637981
"2952","Gilmanton",1,1,1059,939,13,2011,0.000692260065170037
"2953","Gilsum",1,1,207,219,7,433,0.000149054504335468
"2954","Goffstown",1,1,5008,3734,55,8797,0.00302825051879702
"2955","Gorham",1,1,653,975,15,1643,0.000565580948321418
"2956","Goshen",1,1,225,192,6,423,0.000145612137029799
"2957","Grafton",1,1,327,294,2,623,0.000214459483143179
"2958","Grantham",1,1,780,993,10,1783,0.000613774090600784
"2959","Greenfield",1,1,404,420,9,833,0.000286749196562228
"2960","Greenland",1,1,985,1087,11,2083,0.000717045109770854
"2961","Greenville",1,1,451,471,15,937,0.000322549816541186
"2962","Groton",1,1,166,127,10,303,0.000104303729361771
"2963","Hampstead",1,1,2856,2046,35,4937,0.00169949673880879
"2964","Hampton",1,1,4645,4729,61,9435,0.00324787355289871
"2965","Hampton Falls",1,1,853,513,10,1376,0.000473669741260055
"2966","Hancock",1,1,481,718,4,1203,0.000414116786871981
"2967","Hanover",1,1,1444,5152,30,6626,0.00228091257673628
"2968","Harrisville",1,1,218,497,5,720,0.000247850446008168
"2969","Harts Location",1,1,16,14,1,31,1.06713386475739e-05
"2970","Haverhill",1,1,1259,802,26,2087,0.000718422056693122
"2971","Hebron",1,1,250,170,1,421,0.000144923663568665
"2972","Henniker",1,1,1047,1392,22,2461,0.000847166593925143
"2973","Hill",1,1,295,249,6,550,0.000189330201811795
"2974","Hillsborough",1,1,1390,1292,25,2707,0.0009318488296446
"2975","Hinsdale",1,1,675,1185,12,1872,0.000644411159621238
"2976","Holderness",1,1,595,688,8,1291,0.000444409619161869
"2977","Hollis",1,1,2425,2398,26,4849,0.0016692039065189
"2978","Hooksett",1,1,3784,2656,23,6463,0.00222480198965388
"2979","Hopkinton",1,1,1527,2245,19,3791,0.00130500144557912
"2980","Hudson",1,1,6172,5390,83,11645,0.00400863672745156
"2981","Jackson",1,1,272,439,12,723,0.000248883156199869
"2982","Jaffrey",1,1,1459,1495,14,2968,0.00102169461632256
"2983","Jefferson",1,1,387,211,6,604,0.000207918985262408
"2984","Keene",5,5,4004,8369,86,12459,0.00428884542613302
"2985","Kensington",1,1,662,573,8,1243,0.000427886256094658
"2986","Kingston",1,1,1806,1430,23,3259,0.00112186750491753
"2987","Laconia",6,6,4318,3544,47,7909,0.00272256830205362
"2988","Lancaster",1,1,942,751,14,1707,0.000587612099077699
"2989","Landaff",1,1,139,98,2,239,8.22725786054893e-05
"2990","Langdon",1,1,153,195,2,350,0.000120482855698415
"2991","Lebanon",3,3,2302,4048,32,6382,0.00219691881447796
"2992","Lee",1,1,903,1481,19,2403,0.000827200863552262
"2993","Lempster",1,1,284,226,5,515,0.000177281916241954
"2994","Lincoln",1,1,435,395,9,839,0.00028881461694563
"2995","Lisbon",1,1,417,298,8,723,0.000248883156199869
"2996","Litchfield",1,1,2386,1747,16,4149,0.00142823819512207
"2997","Littleton",1,1,1659,1337,32,3028,0.00104234882015658
"2998","Londonderry",1,1,6888,5222,67,12177,0.00419177066811315
"2999","Loudon",1,1,1521,1203,16,2740,0.000943208641753308
"3000","Lyman",1,1,178,129,2,309,0.000106369149745172
"3001","Lyme",1,1,373,794,4,1171,0.000403101211493841
"3002","Lyndeborough",1,1,481,488,11,980,0.000337351995955563
"3003","Madbury",1,1,435,590,9,1034,0.000355940779406175
"3004","Madison",1,1,634,720,7,1361,0.000468506190301552
"3005","Manchester",12,12,23120,22877,251,46248,0.015920260315258
"3006","Marlborough",1,1,396,777,8,1181,0.00040654357879951
"3007","Marlow",1,1,184,261,3,448,0.000154218055293971
"3008","Mason",1,1,408,420,7,835,0.000287437670023362
"3009","Meredith",1,1,2053,1519,27,3599,0.00123890799331028
"3010","Merrimack",1,1,7927,6682,101,14710,0.00506372230663911
"3011","Middleton",1,1,399,380,10,789,0.000271602780417285
"3012","Milan",1,1,347,379,7,733,0.000252325523505538
"3013","Milford",1,1,3757,3516,60,7333,0.00252428794524708
"3014","Millsfield",1,1,12,2,1,15,5.16355095850351e-06
"3015","Milton",1,1,1036,1021,16,2073,0.000713602742465185
"3016","Monroe",1,1,332,187,4,523,0.000180035810086489
"3017","Mont Vernon",1,1,692,653,9,1354,0.000466096533187583
"3018","Moultonborough",1,1,1821,1150,19,2990,0.00102926782439503
"3019","Nashua",9,9,17880,21379,271,39530,0.0136076779593096
"3020","Nelson",1,1,147,278,6,431,0.000148366030874334
"3021","New Boston",1,1,1606,1195,16,2817,0.000969714870006959
"3022","New Castle",1,1,403,383,2,788,0.000271258543686718
"3023","New Durham",1,1,729,657,13,1399,0.000481587186063094
"3024","New Hampton",1,1,654,558,16,1228,0.000422722705136154
"3025","New Ipswich",1,1,1581,807,17,2405,0.000827889337013396
"3026","New London",1,1,1478,1442,16,2936,0.00101067904094442
"3027","Newbury",1,1,630,632,7,1269,0.000436836411089397
"3028","Newfields",1,1,489,473,3,965,0.000332188444997059
"3029","Newington",1,1,303,250,4,557,0.000191739858925764
"3030","Newmarket",1,1,1830,2939,44,4813,0.00165681138421849
"3031","Newport",1,1,1458,1425,20,2903,0.000999319228835713
"3032","Newton",1,1,1160,1103,30,2293,0.000789334823189903
"3033","North Hampton",1,1,1537,1367,9,2913,0.00100276159614138
"3034","Northfield",1,1,1170,1101,13,2284,0.000786236692614801
"3035","Northumberland",1,1,501,542,0,1043,0.000359038909981277
"3036","Northwood",1,1,1107,1058,16,2181,0.00075078030936641
"3037","Nottingham",1,1,1272,1085,17,2374,0.000817217998365822
"3038","Orange",1,1,69,85,2,156,5.37009299684365e-05
"3039","Orford",1,1,318,377,10,705,0.000242686895049665
"3040","Ossipee",1,1,1184,880,25,2089,0.000719110530154255
"3041","Pelham",1,1,3725,2755,35,6515,0.00224270229964336
"3042","Pembroke",1,1,1824,1752,25,3601,0.00123959646677141
"3043","Peterborough",1,1,1439,2310,11,3760,0.00129433010693155
"3044","Piermont",1,1,195,233,6,434,0.000149398741066035
